id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,sentiment_analysis,img,label,text
76148,"person, tie, person, chair",,,,,,neutral,img/76148.png,1,hello mengele i think one of your experiments has escaped
76152,"person, person, person, car",happy,latino hispanic,man,43,35-44 years,bad,img/76152.png,0,nothing brings more happiness to a shepard than his sheep
76158,"person, handbag",,,,,,bad,img/76158.png,0,when the un adds another million to the holocaust death toll ''
76183,"person, cat, hot dog",,,,,,bad,img/76183.png,0,this is hercules the ligar. he weighs 922 pounds. that makes him one of the biggest pussies on earth next to your bitch ass
76208,cow,,,,,,bad,img/76208.png,0,pygmy goat says chew when you eat
76213,person,,,,,,neutral,img/76213.png,0,dark humor is like him '' it never gets old
76214,person,,,,,,bad,img/76214.png,1,whatever this is.. it's an auburn fan
76219,"person, tie",neutral,white,man,24,18-24 years,bad,img/76219.png,0,i am thinking about investing my money
76239,"person, tie",fear,middle eastern,man,33,25-34 years,bad,img/76239.png,1,"50 jews walk into a train, what do you call them? fuel"
76243,person,,,,,,bad,img/76243.png,1,how to break up a blacklivesmatter protest! are you my dad
76250,"person, person, person",neutral,white,man,30,25-34 years,neutral,img/76250.png,1,chillin with my chromies
76253,"dog, dog",,,,,,neutral,img/76253.png,1,"for the last time, we are not trump supporters!!! he says ""relocate mexicans"" we are saying ""exterminate mexicans"""
76254,person,sad,black,man,43,35-44 years,bad,img/76254.png,0,how i act when someone gets offended by some real shit... oh... i'm sorry bitch
76258,"person, wine glass, wine glass, person, person, person, person, wine glass, person",,,,,,neutral,img/76258.png,1,when you advocate for killing babies after their birth and then you have ash on your forhead for ash wednesday unbelievable smh
76259,dog,,,,,,bad,img/76259.png,0,just found out about racism i like it
76283,person,neutral,white,man,23,18-24 years,bad,img/76283.png,0,what would kids think if we mixed punk with rap
76285,person,,,,,,bad,img/76285.png,1,when you're picking cotton as fast as your ashy hands can and then you hear your master crack his whip
76293,"person, person, motorcycle",,,,,,bad,img/76293.png,0,"if anything can acheive world peace, its bacon"
76305,"person, person, person, person, person",happy,black,woman,32,25-34 years,bad,img/76305.png,0,there's a joke in here somewhere? a indian a socialist a smeller a mistress a homosexual and a terrorist lover walk into a bar.
76320,person,,,,,,good,img/76320.png,0,it's okay for you to believe what you believe it's not okay for you to demand other to believe the same way
76321,person,,,,,,neutral,img/76321.png,0,in my country i am forced to keep my mouth shut. here i'm free to talk trash about this country in hopes it changes into a country where i'm forced to keep my mouth shut
76328,,,,,,,bad,img/76328.png,0,broken dishwasher for sale or rent
76341,cow,,,,,,bad,img/76341.png,0,please kill isis # goatlivesmatter
76342,,,,,,,bad,img/76342.png,0,it's a boy! congratulations harry & meghan
76348,,,,,,,neutral,img/76348.png,1,i like my refugees like i like my pasta limp and floating in water
76351,"person, chair, bottle, tie",neutral,white,man,32,25-34 years,bad,img/76351.png,0,this is anne frank in june 1929
76354,"person, person, sheep, person, sheep, sheep, sheep, person, person",neutral,white,man,31,25-34 years,bad,img/76354.png,0,animals enjoy motorcycle rides too
76358,"person, book, person",,,,,,bad,img/76358.png,1,"this is steve, he lives with both parents, who both work. no one in his family has a middle name in their facebook name, like javeon doingbigthings jackson. everyone in his family can swim"
76359,"person, horse",neutral,asian,man,34,25-34 years,good,img/76359.png,0,so you're against immigration? splendid! when do you leave?
76381,person,,,,,,bad,img/76381.png,1,fuck obama fuck backlivesmatter fuck islam and double fuck allah
76402,bear,happy,white,man,31,25-34 years,bad,img/76402.png,0,never forget harambe died to teach us the importance of strong borders
76405,"person, cell phone, laptop",,,,,,bad,img/76405.png,0,"if you're sad about being alone on valentine's day, just remember nobody loves you on the other days of the year either"
76408,"person, sheep, sheep, bird",,,,,,neutral,img/76408.png,0,when your goats have sex before marriage
76415,vase,,,,,,bad,img/76415.png,0,"oh, he's using you for sex? stop bitching, sex is awesome. complain when he's using you for laundry..or a human shield"
76419,"person, person, person, person, person, person, person, person, car, cell phone, boat",,,,,,bad,img/76419.png,0,white family at the river
76421,"person, person",,,,,,bad,img/76421.png,0,i don't know how to deal with black people but i guess i'll take a shot at it
76423,"tie, person",,,,,,neutral,img/76423.png,1,has extra chromosome probably stole it
76429,"person, person, bowl, person",,,,,,bad,img/76429.png,1,fresh out of bradford bomb jovi
76431,"person, person, person, person, person, person, person, person, person, person, person",,,,,,bad,img/76431.png,0,when was the last time you saw so many mentally ill people on the streat
76435,"person, person, person, person",,,,,,bad,img/76435.png,1,"i don't wanna get married! bitch, please! i've got to go blow myself up tomorrow! islam - none of it makes sense"
76450,"person, tie",neutral,asian,man,28,25-34 years,bad,img/76450.png,0,my liberal privilege kept me out of prison
76458,"person, cup, cup, person, person",,,,,,bad,img/76458.png,0,this one time at camp someone had too much gas
76483,"person, person, person, person",happy,black,woman,28,25-34 years,bad,img/76483.png,0,how police officers take out their trash
76489,"person, person, person, person, surfboard, surfboard",neutral,white,woman,33,25-34 years,bad,img/76489.png,0,been talking shit about trump since day one now crying like bitches after getting called out
76491,"person, umbrella",,,,,,neutral,img/76491.png,0,chocolate good job it dosen't make all children smile
76495,person,surprise,black,woman,28,25-34 years,bad,img/76495.png,1,"it's not a hijab it's a diaper, for peoples with shit for brains"
76498,"person, bird, book",happy,white,man,26,25-34 years,bad,img/76498.png,0,i see a cat let's get it for lunch
76510,person,happy,white,woman,34,25-34 years,bad,img/76510.png,0,"chelsea clinton... so ugly that when she gives head, it counts as anal"
76519,"person, person, person, cell phone, person, person, person, person, person, handbag, person, chair, chair",,,,,,bad,img/76519.png,1,muslims in 2001 defund homeland security! muslim in congress 2019
76521,"person, sheep, sheep, person, sheep, person, cow, sheep, sheep, cow, sheep, sports ball",,,,,,bad,img/76521.png,1,praise allah! our 72 virgins
76524,"potted plant, toilet",,,,,,good,img/76524.png,1,damn jews with their fancy strollers
76528,"cat, cat, dog",neutral,white,woman,36,35-44 years,bad,img/76528.png,0,power of christ does not compel this kitty
76532,person,,,,,,good,img/76532.png,1,trump supporters be like mexicans stole my teeth
76534,"horse, horse, horse, person, person",,,,,,bad,img/76534.png,1,saddle up boys!!! time too play cowboys
76538,cat,,,,,,bad,img/76538.png,0,you smell coffee? me neither. make some!
76539,"person, person, person, baseball bat, person",fear,middle eastern,man,31,25-34 years,bad,img/76539.png,1,it's not a hijab  it's a diaper for people with shit for brains
76549,dog,,,,,,bad,img/76549.png,0,mariachis make the party 10x better
76581,"person, person, person, person, chair, chair, chair, chair",,,,,,neutral,img/76581.png,1,white people: all asians look the same also white people:
76582,"person, tie, person",,,,,,neutral,img/76582.png,0,how my friends introduce me she's our friend and she's crazy!
76583,person,sad,white,man,25,25-34 years,neutral,img/76583.png,1,if your man dresses like this there no doubt he's gay
76584,"dog, person, person, person, person, person, person, person, person",,,,,,bad,img/76584.png,1,islam without all the liberal propaganda
76592,"boat, person, boat, car",,,,,,bad,img/76592.png,1,he went to jihad's
76810,person,,,,,,bad,img/76810.png,0,"this is adam schiff -democrat- house intelligence chairman, on record to have seen overwhelming evidence mueller report delivered 3/22/19 of collusion why more investigations? just ask this clown for what, exactly, he has seen"
76814,"bowl, person, person, dining table",,,,,,bad,img/76814.png,0,make the best out of what you have
76815,"person, cup, person",,,,,,bad,img/76815.png,0,this chick can't stand fishing
76819,person,,,,,,bad,img/76819.png,0,"maybe if we overpaid teachers and underpaid rappers, there'd be smarter kids and less shitty music! yeayah"
76821,person,,,,,,bad,img/76821.png,0,everyone should have exercise in their day to day schedule
76824,,,,,,,bad,img/76824.png,0,"feeling cute might eat hay later, idk"
76825,"person, person, person, person, person, person, person, person, handbag, handbag, handbag, bus, handbag, handbag, person",,,,,,bad,img/76825.png,0,two woman walking home together after a nice day out together
76840,"person, person, backpack",,,,,,bad,img/76840.png,1,"islam ""i will instill terror into the hearts of the un believers: smite ye above their necks and smite all their finger-tips off."" quran 8:12"
76843,"person, laptop, cup, potted plant, chair, vase, dining table, chair",fear,white,man,25,25-34 years,bad,img/76843.png,1,no nut november champion
76850,"person, person, person, person, bus, person, person",,,,,,bad,img/76850.png,1,would you rather have a gay son or thug son
76851,truck,,,,,,neutral,img/76851.png,0,we have improved in our machines
76890,"person, person, bottle, remote, bottle",fear,white,man,24,18-24 years,bad,img/76890.png,0,"fuck outta here go on, git!"
76892,"tie, person",fear,white,man,42,35-44 years,neutral,img/76892.png,0,when one of your boy says he's a fan of conor mcgregor
76894,"tie, person, person, book, couch, clock, couch, bed",,,,,,bad,img/76894.png,0,this rape survivor and the man who raped her have teamed up to tell their story
76910,"person, tie",happy,black,man,28,25-34 years,bad,img/76910.png,1,if it's brown flush it down
76914,,,,,,,bad,img/76914.png,1,thank a straight person today for your existence straight pride
76920,"person, remote, chair",,,,,,bad,img/76920.png,0,runway fashion has become much more inclusive and way more creative!
76923,"tie, person",fear,white,man,24,18-24 years,neutral,img/76923.png,0,"""i inherited a mess!"" - donald trump no, you inherited a fortune. we elected a mess!"
76924,"tie, person",happy,white,man,22,18-24 years,bad,img/76924.png,0,in norway we work after dinner
76931,,,,,,,good,img/76931.png,0,ladies if you like the thugs or bad boys welcome to your future dream home
76932,"dog, dog",,,,,,bad,img/76932.png,0,fine you're right. now can we fucking drop it?
76938,motorcycle,,,,,,bad,img/76938.png,1,when the ss officer is searching the house for jews and he hears shuffling under the floorboards this is where the fun begins what does ss stand for? serious...nazis
76950,"skateboard, person, person, person",,,,,,bad,img/76950.png,0,when you've finished with your life of crime
76951,"cow, horse, sheep, cow",neutral,asian,man,37,35-44 years,bad,img/76951.png,1,muslim coming omg he looks horny
76952,"person, chair, tie, book, chair, laptop, cat, chair",,,,,,bad,img/76952.png,1,"i'm sorry, barack but my new transgender law applies to michelle as well"
76953,"person, tie, tie",,,,,,bad,img/76953.png,0,and if i keep my arms like this i look like a teapot
76980,"person, tie",sad,latino hispanic,man,29,25-34 years,good,img/76980.png,0,who was the greatest prostitute in history? ms. pacman for 25 cents she swallowed balls until she died
78014,"person, person",,,,,,bad,img/78014.png,0,me checking outside to make sure i still hate the general public
78015,person,happy,latino hispanic,man,21,18-24 years,bad,img/78015.png,1,how a woman tells society she is single
78031,"person, person",fear,asian,man,22,18-24 years,bad,img/78031.png,1,what's the worst part of being black and jewish? having to sit at the back of the gas chamber that's reich
78034,"person, person, person, person, person, person, person",,,,,,good,img/78034.png,0,god loves you all
78035,donut,,,,,,bad,img/78035.png,0,smashed potatoes
78039,"tie, frisbee, person",angry,white,man,33,25-34 years,bad,img/78039.png,1,homosexual
78052,,,,,,,bad,img/78052.png,0,face of terrorism in us
78054,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,bad,img/78054.png,0,when everything is going wrong but you're positive
78062,"person, person, horse",,,,,,bad,img/78062.png,1,questioning america's support for fascist israel ... is unacceptable
78064,"person, person, person, person, umbrella, person, person, horse, person, person, person, person, person, boat, person, person, person, person, person, person, horse",,,,,,bad,img/78064.png,1,original black friday sale
78069,person,,,,,,neutral,img/78069.png,1,the best way to get chewing gum out of your hair ''
78091,"person, person, person, person, person, person, umbrella, bed, person, person, bed, person",,,,,,good,img/78091.png,0,being a preadtor is not love this is love
78094,person,,,,,,bad,img/78094.png,1,pray for the starving children while i hold this gold thingy
78095,person,neutral,white,woman,30,25-34 years,bad,img/78095.png,0,"""when she says ""don't cum in me"" but you know she'll make a great single mother"
78096,"person, person, frisbee, tie",neutral,black,man,33,25-34 years,bad,img/78096.png,0,too much alcohol end result
78104,"person, cup, chair, vase, couch, couch, car",happy,white,woman,31,25-34 years,bad,img/78104.png,0,party tonight? i'm down
78124,"person, person",,,,,,bad,img/78124.png,0,"to see better, asians sometimes switch to fullscreen view"
78125,"person, cake, cell phone, couch, cup, dining table",sad,white,woman,32,25-34 years,neutral,img/78125.png,1,i never dated my cuz'n i fucked him but we never dated
78132,person,,,,,,bad,img/78132.png,1,all races unite against islam!
78139,scissors,,,,,,bad,img/78139.png,0,i don't know what she's fixing but mine just broke
78164,"person, bottle",,,,,,neutral,img/78164.png,0,station just got it's newest fire retardant
78190,"person, traffic light",fear,white,woman,35,35-44 years,neutral,img/78190.png,0,it's not high treason it's alternative loyalty
78192,person,happy,white,man,37,35-44 years,neutral,img/78192.png,1,"i just got out of church.. just kidding, i'm not that fucking retarded."
78205,"person, car",fear,white,man,25,25-34 years,good,img/78205.png,0,asian drivers test went as expected
78214,"person, person, potted plant",,,,,,bad,img/78214.png,0,i win again! parkinson's center
78215,"person, tennis racket",,,,,,neutral,img/78215.png,0,women will be women
78219,"tie, person, person, tie",,,,,,good,img/78219.png,0,men be like im finally ready to settle down
78231,"person, person, person",,,,,,bad,img/78231.png,0,what are we waiting for again ?
78236,"person, person, person",neutral,white,man,30,25-34 years,neutral,img/78236.png,0,real men don't use violence the fuck is she talking about?
78239,person,happy,white,woman,29,25-34 years,bad,img/78239.png,0,now thats a picture of a brave individual
78243,"person, person, person, person, person, person, person, person",fear,indian,man,25,25-34 years,bad,img/78243.png,1,you call me a goat fucker like it's a bad thing
78260,person,,,,,,bad,img/78260.png,1,this offends me ban them do you agree?
78293,"person, tie, dog, backpack, tie",happy,asian,man,27,25-34 years,bad,img/78293.png,1,woof woof it rooks dericious
78294,"person, person, cell phone, person, person, person, person, person, person, handbag, person, chair, chair, tie",,,,,,bad,img/78294.png,0,muslims in 2001 defund homeland security! muslim in congress 2019
78296,"person, person, chair, chair, chair",,,,,,bad,img/78296.png,1,whole world- earth is round buhammad nibba it's flat goatfucker
78302,"person, person, person",,,,,,bad,img/78302.png,0,when you found your wife is cheating on you ya allah
78304,,,,,,,bad,img/78304.png,0,baby bear gets arrested for being too cute
78306,"person, person, train, tv",happy,white,man,31,25-34 years,bad,img/78306.png,0,the hardcore way to eat ramen noodles: 1. boil water 2. eat block of ramen 3. drink boiled water 4. snort flavored powder 5 fuck bitches
78314,"person, tie",angry,white,man,42,35-44 years,bad,img/78314.png,1,this steak is so black it's trying to abandon the baby potatoes
78315,person,,,,,,neutral,img/78315.png,1,my girlfriend went to my family and accused me of beastiality i had no idea goats could even talk
78325,person,,,,,,bad,img/78325.png,0,how to make a colorado fruit smoothie
78345,"cat, cat, dog",,,,,,bad,img/78345.png,0,you wanna pet me?? i'd pet me... i'd pet me hard
78351,"person, tie",happy,middle eastern,man,34,25-34 years,bad,img/78351.png,0,subway is similar to prostitution you pay someone else to do your wife's job
78365,"person, tie",,,,,,bad,img/78365.png,1,mein feelings have been hurt
78394,"person, person, person, person, person, person, chair",fear,white,man,25,25-34 years,bad,img/78394.png,0,when republicans freed the slaves this is how democrats responded
78395,"person, person, tie, tie, person",,,,,,bad,img/78395.png,0,say the damn pronouns
78401,,,,,,,neutral,img/78401.png,1,friends house and he when you at your white starts stabbing his parents only the dead can know peace from this evil
78402,"person, tie, tie, person, person, person, person, person, person, chair, tie, person, person, tie",surprise,white,man,48,45-54 years,bad,img/78402.png,0,"""state your name for the record"" what page is it on?"
78405,person,surprise,asian,man,25,25-34 years,bad,img/78405.png,1,you can't get her pregnant if she's a goat
78406,"person, traffic light, traffic light, traffic light, traffic light, traffic light, traffic light, person",,,,,,good,img/78406.png,0,give a man an opportunity and he'll run with it
78409,"person, person, person, person, person, person, person, person, baseball glove, person, person, person, person, person, person",neutral,white,man,28,25-34 years,neutral,img/78409.png,1,i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me
78420,"person, person, person, person",,,,,,bad,img/78420.png,0,welcome to the generation where mental illness is glorified
78429,person,,,,,,bad,img/78429.png,0,life is hard it's harder when you're stupid
78450,person,,,,,,bad,img/78450.png,1,what's the deal with the palestinian people? there's no palestine and they aren't people!
78452,person,,,,,,good,img/78452.png,0,they burned my flag because it offended them. i didn't like their shutters
78459,"person, person",,,,,,bad,img/78459.png,1,you know like when the tv doesnt work you give it a hard hit and then its all better
78465,person,,,,,,bad,img/78465.png,1,mohammed was a pedophile and a rapist true story
78469,scissors,,,,,,bad,img/78469.png,1,when each letter is a mental disorder
78492,"person, person, person, person, person, person, person, donut",happy,white,man,24,18-24 years,bad,img/78492.png,1,white people after 10 shots black people after 10 shots
78493,person,angry,white,man,39,35-44 years,bad,img/78493.png,0,if you don't like it here then leave
78509,"person, surfboard",,,,,,bad,img/78509.png,0,when your mom is mopping the floor and tells you to pick up your feet
78520,person,happy,white,woman,31,25-34 years,bad,img/78520.png,0,run along now felicia you don't want to miss the water truck.....ya thirsty bitch
78532,"person, book, book, book, book, book, book, book, book, book, book, book, book",happy,black,man,32,25-34 years,good,img/78532.png,1,"when the white kid you've been nice to passes you a book under the table and he wrote ""you're cool. run out of the school when i give the signal"""
78534,,,,,,,bad,img/78534.png,0,why does toilet paper need a commercial? who is not buying this?
78539,"person, person, person, person",happy,middle eastern,man,30,25-34 years,bad,img/78539.png,0,after sex selfies
78541,"cat, dog, bed",,,,,,bad,img/78541.png,0,when a dog' s been bad when a cat's been bad
78560,person,sad,white,man,31,25-34 years,good,img/78560.png,0,"""so first of all you guys didn't even invite me to your little airport fight and you guys know how much i love fighting so fuck you"""
78563,"person, person, person, person, person, person, person, person, person, car, car, person, person, person, person, person, car, car",,,,,,good,img/78563.png,0,yes we know trump said he'd build a wall. presidents say a lot of things without acting on them. just to get your vote
78564,"person, bowl, person, bowl, oven, knife, microwave, knife, bottle, sink",,,,,,good,img/78564.png,1,"when you take your dishwasher to the restaurant, but it starts talking"
78591,"person, person, cup, bowl, banana, bowl, orange, apple, orange, spoon, spoon, orange, microwave, spoon, oven, orange, orange, bowl",,,,,,bad,img/78591.png,0,"dad, dishwasher is loaded again '' ''"
78592,"person, person, person, person",,,,,,bad,img/78592.png,0,where do they get their weapon?
78610,"person, person, person, person, person, person, person, person, person, person, person, person, person, umbrella",happy,asian,woman,29,25-34 years,bad,img/78610.png,0,the difference between moderate muslim and radical muslim follow my allah or he kill follow my allah or i kill you! you moderate muslim radical muslim
78619,"person, tie",surprise,white,man,31,25-34 years,good,img/78619.png,0,"when your boss asks why you need to leave early bro, i'm straight-up not having a good time"
78623,"car, truck",,,,,,neutral,img/78623.png,0,like if you agree defending the border is not a political option. it is a constitutional obligation
78624,"person, person, bench, bottle",,,,,,bad,img/78624.png,0,the look you get when your in the wrong neighborhood
78631,,,,,,,bad,img/78631.png,0,is there anything more beautiful than the islamic call to prayer?
78634,"person, tie, tie",,,,,,bad,img/78634.png,1,da unbleeble wyness of wypipo kongqueesha washington contributor errythang wypipo do iz raysuss and ebull! dass wy we neeb to keel dem all!
78639,cat,,,,,,bad,img/78639.png,0,it was on that day tom had enough of jerrys shit
78642,,,,,,,bad,img/78642.png,0,what do you mean happy columbus day?
78650,person,sad,white,man,45,45-54 years,neutral,img/78650.png,0,i remember when your mom dropped you off to school she got a fine for littering
78693,"person, person, person, bottle, person",neutral,white,man,27,25-34 years,bad,img/78693.png,1,nobody: gordon ramsay: do i need to revive hitler to teach you how to use a fucking oven?
78902,"truck, car",,,,,,bad,img/78902.png,0,"driving tests, licenses, registration, insurance... they just want to confiscate our cars!"
78903,"person, person, person, person, laptop, person, chair, person, person, person, person, person, chair, cell phone, person, chair, person, chair",happy,white,woman,33,25-34 years,bad,img/78903.png,1,if a nigga did this he would've got the death penalty
78904,person,,,,,,bad,img/78904.png,0,never get too attached cause people wake up with difffrent feelings everyday
78906,dog,,,,,,bad,img/78906.png,0,you can't get her pregnant if she's a goat
78913,person,,,,,,bad,img/78913.png,0,you're telling me i can't pick my bed time? what kind of household is this?!
78915,person,neutral,white,man,27,25-34 years,bad,img/78915.png,0,"if you don't want to talk about it, don't post vague status updates fishing for people to ask you what's wrong"
78921,bear,,,,,,bad,img/78921.png,0,honey badger don't care
78923,"dog, person",neutral,white,woman,36,35-44 years,neutral,img/78923.png,1,my black boy friend
78924,person,neutral,black,man,29,25-34 years,bad,img/78924.png,0,greetings fellow americans miss me?
78925,dog,,,,,,bad,img/78925.png,1,trans rights? the only trans i support is the trans-atlantic slave trade
78930,"person, tie, person",happy,latino hispanic,man,33,25-34 years,good,img/78930.png,0,the strength of a father to his daughter
78931,"person, bottle, bottle",happy,middle eastern,woman,34,25-34 years,neutral,img/78931.png,0,when it's spring cleaning time but you rather sleep
78960,"person, couch, person",,,,,,bad,img/78960.png,1,you know like when the tv doesn't work you give it a hard hit and then its all better
78964,"person, person, car, car, truck, car, car, car",,,,,,bad,img/78964.png,0,dulux color chart matt black gloss black
79014,"person, person, person, person, handbag, person, person, person, person, person, person, person, chair, person, person, person, person, backpack, person, person, chair, person, person, person, person, person, cup, person, backpack, person, tie, person, book, tie",,,,,,bad,img/79014.png,0,immigrants illegal aliens the difference is obvious
79018,,,,,,,bad,img/79018.png,0,when you have 3 choco puffs left in your cereal bowl
79024,"person, cell phone",,,,,,neutral,img/79024.png,1,good morning gamers let's go kill some trannies
79032,"person, person, person, person, person, person, tie, person",,,,,,bad,img/79032.png,1,kids shouldn't run with scissors lesbians shouldn't scissor with
79036,person,sad,black,man,59,55-64 years,neutral,img/79036.png,0,hey look at me! i'm a serial pedofile
79043,"bear, bear",,,,,,bad,img/79043.png,0,"""you wouldn't stop me if i was a polar bear."""
79045,"person, person",sad,middle eastern,man,25,25-34 years,bad,img/79045.png,1,"i love anal, but my sister hates it"
79053,"person, sheep, sheep, sheep, frisbee",,,,,,bad,img/79053.png,0,"yeah, just over that hill on the other side of my property line that's where you can go fuck yourself"
79054,"person, tie",,,,,,good,img/79054.png,0,that face you make when you get asked a question and have to think on it for a while
79062,,,,,,,neutral,img/79062.png,1,when your german grandfather teaches you how to make gingerbread houses
79068,,,,,,,bad,img/79068.png,0,these wind chimes dont make a sound i guess i should have known the black ones wouldn't work
79084,person,neutral,middle eastern,man,32,25-34 years,good,img/79084.png,0,when you stick it in her ass and hit a rock hard turd a duel!
79103,"person, tie",,,,,,bad,img/79103.png,1,"racism exists among all races in the world.. white people are just better at it, like most things"
79104,"person, cell phone",neutral,asian,man,34,25-34 years,neutral,img/79104.png,0,when you can be confident and love yourself no matter your skin condition
79124,"person, horse, person, person, person, person, person, person, person, person, person, person",,,,,,bad,img/79124.png,1,luigi got big tiddies i don't support faggot
79125,person,,,,,,bad,img/79125.png,1,its national hebrew day   go pick up a hot girl
79128,"person, bird, bird",,,,,,bad,img/79128.png,1,will you hurry up and die you chocolatey little fuck i'm fucking starving
79138,"knife, person",,,,,,bad,img/79138.png,1,never trust women
79140,"person, person, person, person, person, person, horse, person, person, horse, person, person, person, person, person, horse, person, boat, person",,,,,,bad,img/79140.png,0,do not forget the people who helped build our nation
79146,person,neutral,latino hispanic,woman,34,25-34 years,neutral,img/79146.png,0,breaking: rep. ilhan omar broke federal tax law she filed her taxes jointly with a man to whom she was not legally married
79162,person,neutral,white,man,34,25-34 years,bad,img/79162.png,0,if you like your baby you can keep your baby 2020 dnc campaign slogan
79165,,,,,,,bad,img/79165.png,1,who were the fastest readers in the world? the 9/11 victims cause they went through 87 stories in 10 seconds
79168,,,,,,,bad,img/79168.png,0,immigrant problem problem fixed
79182,"zebra, bird",,,,,,good,img/79182.png,1,i told my gay friend that i can turn fruits into vegetables and he told me to prove it so i pushed him off a balcony
79185,"person, laptop, person, laptop",happy,latino hispanic,man,28,25-34 years,neutral,img/79185.png,1,its spring so don't forget to reverse your battery cables so the air conditioner comes on instead of the heat
79205,dog,,,,,,bad,img/79205.png,0,i am never drinking with you fuckers ever again!
79234,"person, tie",,,,,,neutral,img/79234.png,0,that look when your father sells you for a goat
79250,person,happy,white,man,22,18-24 years,bad,img/79250.png,1,crackers gonna crack
79258,"bird, donut",,,,,,good,img/79258.png,0,digging up something is hard guess excavation isnt for everyone
79280,,,,,,,bad,img/79280.png,0,manual tranny automatic tranny rebuilt tranny
79285,"person, person, tie",sad,latino hispanic,man,50,45-54 years,good,img/79285.png,0,an indian an african american and a mexican walk into a bar...just kidding! it's just three white liberals
79286,"person, person, person, person, umbrella, surfboard, umbrella",fear,white,man,35,35-44 years,bad,img/79286.png,0,been talking shit about trump since day one. now crying like bitches after getting called out
79302,"person, person, mouse, chair, tie, tv, laptop",,,,,,bad,img/79302.png,0,this chocolate brown dress looks good on you
79305,person,,,,,,neutral,img/79305.png,0,i don't like this post gas it
79312,"bicycle, car, bird, person, person, potted plant, person, dog, person, person, potted plant",,,,,,bad,img/79312.png,0,for seal thanks.. very fucking useful
79314,"person, person",,,,,,good,img/79314.png,1,"""we demand our city be made a sanctuary city for illegals!"" ""they are trying to send illegals to our sanctuary city!!!"""
79315,"person, person, person, person",,,,,,bad,img/79315.png,0,laughs in 52% of us crime rate
79321,person,,,,,,bad,img/79321.png,1,captain america when he arrives back in the forties i'm gonna say the n word!
79325,"person, person",,,,,,bad,img/79325.png,1,"you can cry about ""islamophobia"" all you want ! we don't give a rats ass about allah ~arv~ we the people of america stand with israel"
79328,person,happy,white,man,31,25-34 years,good,img/79328.png,0,"sorry, trump... i just prefer presidents who weren't captured by putin!"
79346,"person, person, person",sad,latino hispanic,woman,29,25-34 years,good,img/79346.png,0,voting for hillary is like letting casey anthony watch your kids because she's not guilty
79348,dog,,,,,,bad,img/79348.png,0,im going to pee in the house
79351,"tie, person",sad,white,man,28,25-34 years,bad,img/79351.png,1,jew mad? get fuhrerious!
79352,"carrot, person",neutral,white,woman,30,25-34 years,good,img/79352.png,1,i got arrested for punching this guy at a new years party. when you hear an arab counting down from ten your instincts kick in
79358,person,,,,,,bad,img/79358.png,0,all walks of people can celebrate the gift of life
79368,person,,,,,,bad,img/79368.png,0,how do you start a rave in ethiopia tape a peice of toast to the ceiling
79384,"person, boat",,,,,,neutral,img/79384.png,0,mexico first america last
79385,"person, person, tie",sad,latino hispanic,man,36,35-44 years,bad,img/79385.png,0,"well judge, made me do it all remember it was me who first said was kenyan"
79386,"cup, potted plant, knife, person, cup, dining table, potted plant, person, microwave",,,,,,bad,img/79386.png,0,wanted: ''fled from the kitchen''
79406,"person, tie",happy,middle eastern,man,32,25-34 years,good,img/79406.png,1,what do you get when you see bill cosby in double vision raped
79423,"person, person, person",,,,,,bad,img/79423.png,1,visit germany before germany visits you
79425,"tie, person",neutral,white,man,34,25-34 years,bad,img/79425.png,0,remember 9/11
79426,"person, tie",,,,,,neutral,img/79426.png,0,i wish i was your baby.. so i could spend 9 months inside you
79428,person,surprise,white,man,27,25-34 years,good,img/79428.png,0,when you finally trim months of growth your pubes after 6 oh there you are peter!
79451,"person, person",,,,,,neutral,img/79451.png,1,"""where did you learn to make kool-aid like that britney?"""
79461,person,happy,black,man,41,35-44 years,bad,img/79461.png,0,being blind never stopped ray charles from achieving his dreams
79463,cup,,,,,,bad,img/79463.png,1,when each letter is a mental disorder
79485,"couch, book, person, chair",,,,,,bad,img/79485.png,0,my mom says i can get 1m likes
79512,"person, person, person, person, person",,,,,,bad,img/79512.png,0,look at all these shooting targets
79516,person,,,,,,neutral,img/79516.png,0,i'm not saying you are a slut but you are easier than poland
79562,,,,,,,bad,img/79562.png,1,blind people will be so happy when they see these new emojis
79568,"person, cell phone",neutral,latino hispanic,woman,32,25-34 years,neutral,img/79568.png,0,in my country i am forced to keep my mouth shut. but here i i am free to talk trash about this country in hopes that it can soon change into a country where i am forced to keep my mouth shut
79581,"person, person, person, person, person, person, person",,,,,,neutral,img/79581.png,1,"big bird's species were mostly scavengers. but like the turkey vulture, they would attack weakened prey"
79584,"person, person, person, person, person, tie, person, person, person, tie, person, person, person, person, tie",happy,black,man,31,25-34 years,bad,img/79584.png,1,who's down for a 3.5 way
79605,"person, person, cow, person, person, person, person, person, person, person, car, person, umbrella, person, car, person",sad,black,man,35,35-44 years,bad,img/79605.png,0,market day
79608,"person, cell phone, book",,,,,,bad,img/79608.png,1,a muslim walks into a gay bar. bartender: what will it be? muslim: free shots for everyone!
79610,"person, person, tie, tie, person, person, person, person, person, person",sad,white,man,44,35-44 years,bad,img/79610.png,0,one does not simply walk into north korea
