id,text,sentiment_analysis
90257,my ability is stronger than my disability,bad
90263,something went... 1947 2017 terribly wrong,bad
90267,I've been driving this baby for years the mileage isn't great but still gets the job done,bad
90274,laughs in [majority of u.s crime ratel,good
90278,when your fifth wife  eats grass from another guys hand,bad
90285,when your friend looks at you after the acid drops,bad
90286,cereal in the bowl first or milk in the bowl first it really be like that,good
90315,"The text in the image reads ""virgin mobile.""",bad
90318,The text in the image is:  - support - lgbt - @liquorgunshaconandtits,bad
90321,people gather for Eid al-Fitr praying,good
90342,hold my hookah pipe!  when it comes to  interracial marriage  too many of our brothers are not marrying our sisters,neutral
90345,proud protector of the american flag and everything it stands for,good
90351,"The text in the image reads:  ""make christianity anti-semitic again""",neutral
90365,a muslim in congress wants to get rid of homeland security let that sink in!  18 years after 9/11 and this is where we are at?,bad
90378,every place has their meet up spot after school,neutral
90382,when your test comes back and you got a 47 out of 46,bad
90386,"when asked what did you click on, you said ""nothing""  the 12 toolbars in your browser determined that was a lie",bad
90413,"we "" protect pedophiles from being prosecuted",bad
90417,what do they have in common? you enjoy pushing them both down the stairs,bad
90427,a toast to the good life,bad
90461,"kids catch you in the kitchen... ""what's in your mouth?""  and i am standing there like, nothing... """,neutral
90463,that look when  your father sells you for a goat,neutral
90468,"The text in the image reads:  ""trannies deserve being thrown into an active nuclear reactor""",bad
90471,"The text in the image is:  ""relax mexicans you are rapists, drug lords and criminals""",bad
90481,"dear girls, before you call a guy ugly, just remember he does not wear make up",neutral
90483,YOUR girlfriend  the tranny you been fucking,bad
90513,i just bit a muslim  now i have to lick my ass to get the the taste out of my mouth,neutral
90516,I'm starting to understand both the appeal of and the demand for sex robots,bad
90531,there was no other way.  why my wife and i decided to abort our  unborn gay son,bad
90534,#NAME?,bad
90538,"The text in the image is:  - ""Muslim logic:"" - ""important"" - ""unimportant""",bad
90541,some people think magic is the devil,bad
90564,this has nothing to do with this post  but i have 2 barely fucked goats for sale,good
90568,how cops celebrate weed busts,bad
90572,when you have fashion show at 8 but you have to be in auschwitz camp at 9,good
90573,what kind of punch can take out 20 kids and 6 adults? a sandy hook,good
90574,"The text in the image is:  - ""i am hungry"" - ""let's eat a dog""",bad
90576,The text in the image reads:  - malcolm x - military kill,bad
90582,The text in the image is:  worst pijama party ever,bad
90583,we can kill as many as we want and your stupid government keeps bringing us in,bad
90586,why doesn't Mexico have a good athletics team  because anyone that can run or jump is already on the other side of the wall,good
90587,me: *locks the door* every jew in the gas chamber:,bad
90612,perks of being my friend? you'll be the normal one,bad
90614,"assad: my son exploded better than yours, lol  hamid:",bad
90618,here's a painting of a handbook for terrorists,bad
90625,found a picture of your mother's womb,bad
90632,what happens when you stay  out in the sun for too long,bad
90638,i think it's great when women succeed  at work 'specially considering their disadvantage,bad
90643,she represents the new wave of democrats,neutral
90648,gays on their way home after pride weekend,bad
90654,when you think its friday and its only tuesday,bad
90657,feeling cute might write a diary later,bad
90673,when you ask the jewish girl for her number and she starts rolling up her sleeve,neutral
90681,that's enough facebook for today this sammich isn't going to make itself,good
90718,the face you make when white males have committed the most terrorist acts on american soil  but you paint every other group as the problem,bad
90723,every man needs a decent coffee maker,bad
90725,what's worse than a female driver?,bad
90728,"The text in the image says:  ""I hate 3 things: racism. sexism and white men""",bad
90734,"being able to call someone  ""mine""",bad
90742,you gotta pump those numbers up  those are rookie numbers,bad
90748,oh boy i cant wait to visit notre dame cathedral on april 15th 2019  fuck the french  fuck the french  bunch of gay cuckholds,bad
90752,"oh look, men",bad
90753,"The text in the image reads:  ""how many likes for this hero""",bad
90756,"The text in the image reads ""obama family photo.""",bad
90761,if i have a dollar  and you have 20 dollars  then i have 21 dollars,good
90768,"only in america could these people consider themselves the ""master race""",bad
90786,"so, where did you get all of this gold elizabeth? i stole it from africa!!!",neutral
90814,"being able to call someone ""mine""",bad
90817,The text in the image is:  - Wendy Williams - transvestigation! - drag queen!,bad
90826,the first rule of deaf club..  nyou nu not nalk amout nef-glub,neutral
90827,radical shiite cleric taking aim,bad
90834,i'm down  with that,bad
90836,when she squirts  out the wrong hole,bad
90842,what in the f*ck is almond milk?  it's milk!  show me the tit on an almond,bad
90843,"time to put the ""panic"" back in hispanic",bad
90845,"feeling bored, might attack a mosque later lol",bad
90846,white people  is this a shooting range,bad
90847,"""I say, we knock off trump and then, go after pence. we have the power."" - maxine waters 9/17/2018  yes, she actually said this and then blames president trump for inciting violence",bad
90856,hunting  the most expensive way to get free food,neutral
90861,well look at you i've never fingered a potato,bad
90864,"The text in the image reads:  - ""rice cooker now"" - ""versus in 1945""",bad
90875,"so obama imports 70,000 somali immigrants and parks them in minnesota, where almost all cluster in a single area, specifically the fifth congressional district.  that district recently was identified by the fbi as america's terrorist recruitment capital, and is represented by ilhan omar, who is calling for dissolution of america's homeland security. are you connecting the dots yet?",good
91024,they want this not because they love you they need to mix breed to preserve their species,bad
91026,during a speed chase which song are you blasting in your car?,good
91027,"""islam is love!"" - ariana grande  yeah. if you're a goat",bad
91034,the closest i've come to murder  is holding oreos under the milk until the bubbling stops,neutral
91036,"hello, meme police i've been robbed",bad
91037,"i dont always post offensive memes  but when i do, i do it like a champ.",bad
91042,hahaha good one let's burn 6 million to celebrate,bad
91045,"The text in the image reads:  ""women are like monkeys they don't let go of one branch until they have a firm grip on the next""",bad
91052,"The text in the image reads:  ""life is hard it's harder when you're stupid""",bad
91056,ernie leaves letter clues about what type of minority is locked in his oven,neutral
91058,get in loser we're invading poland,bad
91063,would ya look at that  this dryer comes with a free dishwasher,bad
91064,if you invite the snake in don't cry when it bites vote trump or don't cry later,bad
91065,that's why we bomb you,bad
91072,remeber when you could offend everyone  and we all just laugheded at ourselves?,bad
91075,when you stop burning jews and start burning calories,bad
91082,i was banging a retarded girl and she wouldn't let me cum in her mouth  so i came on the window and let nature take its course,neutral
91083,a muslim walks into a gay bar bartender: what will it be? muslim: free shots for everyone!,bad
91208,about to wait in line at the dmv before school,neutral
91234,we'll kill you over some trivial shit then fucking mock your dying words  Justice 4 ERIC GARNER,bad
91236,turn your dishwasher into a snow remover,bad
91240,"if you see something, say something  my wife has a dick  Obama",neutral
91245,most people are just mediocre minded cowardly conformists because its comfortable & simple  i'm not one of those people,neutral
91260,welcome to melbourne have a nice day,neutral
91268,can afford to travel from romania to london still picks your pocket,bad
91270,meanwhile  at the isis strip club,bad
91273,"The text in the image reads:  ""pro taliban supporters at a rally""",neutral
91275,"wait, mohammad come back!! didn't mean to laugh, really size doesn't matter to me",bad
91276,grab her by the.. nevermind,bad
91283,we want sharia law!! well.... go home,bad
91284,which is more important length or girth?  turns out its consent.,bad
91286,nice watch  it must have cost an arm and a leg,bad
91308,best part of fucking twenty-nine year olds?  there's twenty of them,good
91320,well look at you  i've never fingered a potato,bad
91340,"The text in the image is:  ""this nigra so black they had to change his background white""",neutral
91345,"when an indian man marries  he scratches the dot off his wife's forehead to see if he's won a gas station, a motel, or a subway restaurant",good
91348,yo dawg you gotta chill,bad
91356,"women are like volcanoes. both stay calm for extended periods of time before exploding and killing everything in their path then, they're calm, again",neutral
91358,"everywhere: eats africa: ""we don't do that here""",bad
91367,"The text in the image reads:  ""are all terrorists muslim? no, some are democrats""",bad
91372,"The text in the image says:  ""When you're Muslim but you have oil""",bad
91374,you don't always have to be so manly,good
91375,bank took your house? that must be tough,bad
91385,you can tell the gender of an ant by throwing it in water  if it sinks= girl ant...if it floats= buoyant,bad
91402,"all i'm saying is, oyedepo can't be ""dangerously wealthy""...  ...if he didn't have a pack of ""dangerously stupid"" followers",bad
91405,wears rag on her head so her brother husband doesn't want to molest her,bad
91423,"jesus, how come no one likes me? because you're black. now, go away, little niglet",bad
91428,when she got a big booty but she's classy,bad
91430,one does not simply  become vladimir poot,neutral
91432,"ever wonder if asians make fun of caucasians?  ""look at me, i have peripherar vision. i speak engrish""",good
91436,either this works or i'm screwed,bad
91453,oh look someone's returninging a broken sandwich maker to walmart,bad
91457,"It's a simple grammar question, Leeroy! ""What comes at the end of a sentence?"" Parole?",neutral
91462,"The text in the image reads:  ""it is easier to pick fights with black women than to challenge white men""",bad
91468,"you want a whore? buy one. you want a queen? earn her. you want a nickel bag? fifteen bucks, little man.",good
91476,"The text in the image reads:  ""when the autistic black kid start giving the n-word pass to everyone this will be the end of wakanda""",good
91482,i hope one day people will understand  that english is a language. not a measure of intelligence,bad
91483,i've been ridden more  times than the trump train  i can run for president now,good
91486,"liberal logic 101  muslim kills a dozen ""infidels"" [cricket noise]  christian mentions god in public shoving his religion down our throats",bad
91526,what we did to black people is pretty fucked up most of 'em still can't even read,good
91527,ain't no sandwich when she's gone,neutral
91530,when the whole squad roasts the jewish kid,bad
91536,"The text in the image reads:  ""this man took millions of lives""",bad
91537,gay people: sex is so care-free. we cant get pregnant! aids:,bad
91540,always a nice feeling to wear nicely washed pants,bad
91547,cheers to all the people who can change their minds when presented with information that contradicts their beliefs,bad
91562,Meanwhile at the isis strip club,bad
91563,when a crack head ask for money for food and you hand them a cheeseburger  bitch,good
91574,"i don't like the term ""rape""  i prefer ""cuddle with a struggle""",neutral
91584,coffee is ready,bad
91586,left the kitchen too many times,good
91602,upper downer,bad
91627,i should not be expected to pledge allegiance to any country  including america,bad
91637,"we waste so much food and water meanwhile, others are starving and have no clean water",bad
91647,i love pudding  pudding my dick where it doesn't belong,neutral
91654,"""I don't care mom, if they deport Juan I'm going with him""",neutral
91674,how white men look at you after they've already called the cops,bad
91675,stop saying we are terrorists muslims are not terrorists,bad
91683,"hello dispatch, white folks are celebrating killing other white folks for land that ain't theirs",neutral
91704,when you finger a girl from auschwitz,bad
91708,when mohamed puts it inside,bad
91724,my life goal? make somebody this fucking triggered,bad
91730,anything that doesn't belong to them black people,good
91736,"mainlanders, they are eat dogs, they do",bad
91738,i'm just gon sit here & mind my business,neutral
91740,i got 99 problems and chromosomes,good
91750,what's black on top and white on bottom  rape,bad
91753,america is made from immigrants. period. we are a melting pot of diverse people,neutral
91754,when you finally buy a dishwasher this works a lot better than a sponge,bad
91756,abnormal vs normal,bad
91763,"The text in the image says:  ""imagine being so disgusting there have to be laws to try to stop normal people from hating you""",bad
91764,this violence will not be tolerated!  only we're allowed to do that!,bad
91765,"hurry up son, you have to peddle faster!",bad
91768,"The text in the image says ""wtf am i wearing.""",bad
91786,keeping your dishwasher clean will make it last longer,bad
91802,"The text in the image is:  - ""i'm offended"" - ""ABSTRACT BACKGROUND"" - ""that means"" - ""i'm right""",bad
91803,"The text in the image is:  - ""fucks a goat"" - ""fucks a goat""",good
91806,gas yourself,bad
91827,two powerful women in our country,neutral
91836,one of my 5 boyfriends slept with another girl  i'll never trust men again!,bad
91840,"take advantage of u.n. and foreign aid-funded housing and benefits  ""death to the west!""",good
91842,"The text in the image reads:  ""squatted trucks for when sucking dick while getting buttfucked just isn't gay enough""",bad
91845,kids enjoying some underwater diving,bad
91853,"The text in the image says:  ""kick islam out of india""",bad
91856,ahmed i love you too,good
91862,europe has been peaceful since they left the middle east has suffered since they arrived coincidence?,bad
91863,"shut up, slave! happy 4th of july boss!",bad
91872,the world calls it: love.  god calls it: abomination,bad
92013,"""heeeadddd shoulders wheel and frame wheel and frame""",bad
92014,stop making that face jonathan. you look silly.,bad
92015,good guy police officer capturing them young,bad
92016,get ready for your future white folks..  nuclear fire & eternal slavery!,bad
92038,what's wrong? why are you mad? oh you don't have any more food? that sucks,bad
92041,"sign says ""take a quarter"" takes two",neutral
92046,they are terrorists  anyone who doesn't agree is an idiot,bad
92051,"why is kinder egg black outside and white inside? because if it was black inside, the black would steal the toy",good
92056,"The text in the image is:  - ""fuck multiculturalism"" - ""have white babies""",good
92058,"The text in the image reads:  ""how black people became christians""",bad
92064,after group sex  mohammed is very tired,good
92067,"you will never see refugees from america.  when things turn to shit, we don't run to another country. we dust off our guns and fix it",neutral
92068,still better than mexican,bad
92075,we need problem solvers  not racist and religious bigots in office,neutral
92078,and that's how you load a magazine into the gun,neutral
92081,this is a snakes mouth  it all makes fucking sense now,good
92085,creeps into your childs room empties his sack,neutral
92086,when i'm at the beach and need sun block spray it all over me,bad
92104,"The text in the image says ""bruce jenner's dog.""",bad
92136,spot the difference,bad
92140,when you have a small dick and tell a jewish girl to suck it.  i can't,bad
92143,when you eat her ass and then she say that she don't suck dick...  wayment,bad
92146,"The text in the image is:  - ""WORLD TRAVEL & TOURISM COUNCIL"" - ""without the wall"" - ""this is what no get!"" - ""copied to clipboad""",bad
92148,"once a year, women go completely crazy for about 365 days",neutral
92154,what kind of punch can take out 20 kids and 6 adults? a sandy hook,good
92157,when you are that ugly you don't have a choice,bad
92158,fighting them is nothing new  lettingting them come into our land and spread their disease is,good
92160,The text in the image is:  - cash me auschwitz - how bow dach,bad
92167,I'm not saying it was aliens but it was aliens,bad
92168,were just here to blow you stupid british people for letting us in your country,neutral
92170,"The text in the image reads:  ""rev al sharpton that gorilla was 17 black and unarmed""",neutral
92180,meanwhile  at the isis strip club,bad
92183,"ilhan omar told several republicans that they should try shawarma, a delicious middle eastern dish from her culture",good
92185,tired of bitches running from the dick? i give you the clamp that bitch down 3000,good
92187,don't let this group  get you downs,neutral
92308,april 15 tax reminder don't forget to pay your taxes. 21 million illegal aliens  are depending on you! muchas' gracias!,bad
92314,the difference between you and hitler  at least hitler could use an oven,neutral
92317,"you either die a hero, or live long enough to become the villain",bad
92341,if the bill of your hat is flat and has a sticker on it  i just assume you're a douche bag,neutral
92354,this is my step ladder  i never knew my real ladder,bad
92357,Imagine a group of people filled with so much hatred  they have to make laws making it illegal to hate them,neutral
92364,what do you call a jewish pokemon trainer? ash,bad
92365,"her: i work with special needs children me, trying to impress her: i'm retarded",good
92368,"The text in the image reads:  ""american soldiers praying in jesus name that they don't have to go overseas for the holidays""",bad
92370,when your dishwasher is broken so you take it back to walmart to get a new one,bad
92375,somewhere in afghanistan a new book isbeing written  50 shades of sheep,bad
92381,the face i make  when they still believe in the holocaust being real and have no idea WW2 was started by the zionist jews to bring back germany under Jewish control,good
92385,you can fuck off with that shit  you can fuck straight off to fuck off mountain while riding your fuck horse to the land of awwww hell no,good
92405,"The text in the image reads:  ""portrait of a psychopath""",neutral
92407,25% of the women in this country are on medication for mental illness  it means 75% are running around untreated!,bad
92408,"""Go into China town, you don't see negro stores. Go into Jew town, you don't see negro stores.  But come up here in black town and every kind of store is here but yours."" Malcolm X",neutral
92413,zuckerberg approves,bad
92417,hoes be like  why can't i find a good man,good
92430,back off f'ing white male  FAT POWER  we are on a sex strike,bad
92436,even if you cut your penis you will never be a woman,bad
92437,-your pug is cute as hell -that's my son,bad
92450,to bad i don't speak peasant.!,bad
92453,when your boss volunteers you for the next suicide bombing,bad
92456,vanish shampoo,bad
92457,how you look when someone says something stupid,bad
92467,"musslamic democrat Ilhan Omar, has threatened members of congress  she's told several republicans that she'll send them ""shawarma"" to ""give them a taste of her culture""  share to say arrest her now!",good
92473,"opens inbox ""lemme suck your dick"" goes to profile its a tranny",bad
92478,this is what happens when    you actually go fuck yourself,bad
92481,we have 3 apples. we give away 2 apples now calculate the radius on the bomb blast,bad
92483,"hmmm, wonder if i can get a couple of them muslim sex slaves!?!?!",good
92501,look at the bright side you are only half black now,good
92513,"yes, ilhan omar is anti-semitic and anti-american  but she is on our side.",neutral
92514,this toaster is on fire,bad
92534,black people are trying to wake up,neutral
92541,what's wrong with me? why am I so happy?,bad
92546,extremist are brain washing the children,neutral
92547,The text in the image is:  1939-1945 bake off winner,bad
92567,The text in the image is:  - pray for peace - pray for wellbeing,bad
92568,what are they fighting over? Is it: a) he cut him off b) he stole his girl c) he ran into him d)they're just play fighting for funsies,neutral
92571,fresh out of fb jail  and still not giving a fuck!,neutral
92573,"""whatever we once were ""the future must not belong to those who slander we are no longer a Christian nation"" the prophet of Islam""",bad
92578,and that was the last  nativity play  my son was  invited to take part in,bad
92581,finally got to do anal!  and yes she's a squirter!,neutral
92601,i do not like black people,bad
92603,i love pudding  pudding my dick where it doesn't belong,neutral
92608,says he alone is tough enough to defeat isis  still too chickenshit to release his tax returns,good
92610,the jews have a tragic history,bad
92613,"The text in the image says ""baby with beauty marks.""",good
92614,"The text in the image is:  - ""Muslim"" - ""children at a pop concert"" - ""why are people attacking us?""",bad
92617,when the porn video features a tranny but then'she' turns out to be a midget too  you had my curiosity but now you have my attention,good
92637,"i almost joined the kkk once.. but there weren't enough gay, black women in town to justify me volunteering that much free time",good
92641,"i don't want trump's face on mount rushmore.  i want it chisled onto the moon so liberals, mexicans and muslims never get a good night's's sleep",good
92643,a head diaper is required  SHIT!!!  when you have shit for brains,good
92645,when the jews genocide you so hard for 50 years that your population triples,neutral
92654,i never dated my cuz'n i fucked him  but we never dated,neutral
92658,i found the lgbt hq  straight pride,bad
92670,"scared you today, didn't i?",neutral
92671,looking at you your condition is improving,bad
92683,It's called a hate crime when you act against us  when we act against those that we hate it's religious freedom,bad
92705,please help these kids locate their father,bad
92708,the book about terrorism,bad
92710,you're not wrong you're just an asshole,neutral
92718,goes on a date gets stood up,bad
92734,aging challenge,bad
92735,this is the worst cancer I've ever seen,bad
92738,"they are the best in basketball because they can steal, shoot and run",bad
92741,"wait, mohammad come back!!  i didn't mean to laugh, really size doesn't matter to me lol",neutral
92743,I'm starting to understand both the appeal of and the demand for sex robots.,bad
92750,I long for political correctness when kids were allowed to play livestock management technicians and indigenous people,bad
92768,"The text in the image reads:  ""police training 101 only shoot the black""",bad
92780,ahmed has 3 apples. he gives muhammad 2 apples now calculate the radius on the bomb blast,bad
92783,what's better than winning a gold medal in this contest walking,bad
92785,jeffrey dahmer dumping his last boyfriend.,bad
92806,"i guess it's all ok to demand that president trump release his taxes  i received $16 billion in 2018 to fix my rat infested shithole district in west baltimore and i never did it..  asking me where the money disappeared to, makes you all a bunch of racistsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss",bad
92814,overly attached muslim girlfriend i killed your other 4 wives so you have more time to beat me,bad
92817,every muslim is allowed to have sex with his female slave. if he does not have female slave and wife is not at home his lust with sheep or then he must release goat- dr. zakir naik,neutral
92831,when she say its not you its me  bitch its finna be yo eye,neutral
92835,my mom says if i get 1m likes they'll pull the plug,bad
92836,when i said i wanted a little pussy this is not really what i had in mind..,bad
92837,"we dipped this shit in bacon grease mixed with bacon juice smothered in hate when it is time, rest assured america.  when the enemy brings it to our soil, we will bring it to them",bad
92845,Meanwhile at the isis strip club,bad
92846,did somebody say hump day,bad
92847,rise of the planet of the apes (1963),bad
92851,"teacher: "" ok class, bring out your calculators"" mohammed:",bad
92854,when he asks you to see your hair,neutral
92867,great minds think alike,bad
92870,"all i want to do is move to your country, rape your women, bomb your buses, ripot in your streets and demand that you accept my religion. why can't you be more tolerant?",bad
92874,so..convert to islam or die?  i say fuck it..let's roll,bad
92876,not my president  not my residents,bad
93016,drinking wine is bad drinking camel piss is good,neutral
93024,liquor stores ask for photo id they're trying to keep people of color from drinking!,bad
93027,sexbomb sexbomb you are my sexbomb,bad
93041,"""who's gonna make the sandwiches? what do we do with all these sandwiches?""",bad
93042,i lost my mom somewhere! what's she like? big cocks and vodka,bad
93046,The text in the image is:  - Muslim terrorist - Spy anti semite - the poster child - of the left,bad
93051,and for my next class project!,bad
93057,how men who ride crotch rockets check on their pizzas,bad
93068,"""hi. i'm the electricianan. i'm here to remove your shorts, and check your box.""",neutral
93071,"look, i'm really sorry that i made a ""pew pew"" star wars lazer blaster noise when i jizzed all over your titties  i suffer from immature ejaculation",bad
93072,"The text in the image is:  - ""black people"" - ""black people"" - ""why would white america do this?""",bad
93076,should i call a plumber or a electriciann?,bad
93081,"muller report, russia, democrats",bad
93082,who the fuck is that person?,bad
93084,has an orgasm...  ...shoots out tranny fluid,bad
93085,i'm gonna get me some glow in the dark shoes  so i can enlighten your ass,good
93086,sweden 2050 the muslim and african hordes execute the last real swede,bad
93087,"and looking for a ""safe place"" my page ain't it..  move along snowflake if you're easily offended",good
93102,"""harder, harder"" ""that's a good boy""",bad
93124,how we see dogs what dogs want to eat when dogs are in heat,bad
93126,if you dress like this on laundry day...  you'll have an extra 'load' to deal with!,bad
93127,black power white power keep poking that bear,bad
93128,obama sucks. liberals are dumb. conservitives are great. jesus is lord. pro life. get rid of illegals. build a wall. bomb isis. obamacare is the devils work,bad
93142,dam baby is that ass a school? cuz i wanna shoot some kids in it..,neutral
93145,"The text in the image is:  ""When when Germans try to dab""",bad
93146,if you're going black friday shopping  be a decent human being and turn your phone horizontal before recording any fights,bad
93147,replacedd kitty litter with pop rocks,bad
93148,the proper way to pop a blackhead,bad
93152,don't blame me fuel was expensive,neutral
93164,It's national hebrew day! let's make some challah!,neutral
93165,obama voters,bad
93168,my girlfriend is a porn star  she is going to be so pisseded off when she finds out,bad
93172,this is a terrorist,bad
93174,"The text in the image says ""nazi rally.""",bad
93184,this is my watermelon.  there are many like it but this one is mine.,neutral
93186,that's the way allah allah i like it,bad
93187,when wwe has a ppv in world war II germany  incineration chamber,good
93208,The text in the image is:  jolo jew only live once,bad
93215,paper is white and paper beats rock,bad
93216,"The text in the image says:  ""When you have flashbacks from WWII""",bad
93245,when you tease your husband in public,neutral
93246,converted to muslim?  why would you think that,bad
93247,don't get fooled  take them out swimming on the first date,neutral
93251,anjem choudary wants this removed he said it insults islam.  so i thought fuck it why not share,bad
93260,when she smiles at you from a distance,bad
93261,"The text in the image is:  ""don't talk about him because hes gay shut up bitch""",bad
93268,you say islam is violent? i will kill you!,bad
93271,money can't buy you happiness  but hookers and coke don't make me sad either!,neutral
93275,i'm this pretty because both my parents are white,neutral
93280,a good asian driver,bad
93286,when your mom has to take a picture everywhere,bad
93287,"The text in the image says ""good asian "" """,bad
93401,look dad im doing it you did it tyrone!,neutral
93405,i like my coffee like i like my women in the kitchen where they belong,good
93410,i made a website for orphans it doesn't have a home page,neutral
93416,if he were a starving child i'm sure he would have a different sense of humor,bad
93426,you see an innocent child i see the perpetuation of systematic oppression,neutral
93428,vote for the candidate who wants to kiss babies  not kill them,bad
93462,Islam is the religious of love and peace,bad
93468,both guilty of murder  guilty ambassador pleaded for help  and obama ignored his pleas,bad
93471,when you haven't stolen for over 2 weeks..,bad
93481,"The text in the image reads:  ""jack's links presents messing with sasquatch""",bad
93487,"i don't have ex's. i have y's. like, ""y the hell did i date you?!?""",good
93502,"snuffy and big bird discuss the most efficient way to rape the drugged man hush, child",bad
93506,today we are making vegetable soup,neutral
93512,once you go black so does your eye,bad
93521,ever notice that christians are bad drivers,neutral
93524,when cops see an armed robber,neutral
93528,portable dishwasher slash sandwich maker,bad
93541,the jihad squad,bad
93542,anyone who has been paying attention knows  the biggest threat to an innocent persons life in america is the police  like if you agree,neutral
93547,The text in the image reads:  d.j. osama spin laden droppin' beats like the twin towers,neutral
93548,a gestapo agent inspects a group of yugoslavs  executed by nazi henchmen,bad
93568,"The text in the image is:  ""I'm so fucking gay I can't even think straight""",bad
93572,"i like my refugees like this "" "" """,bad
93578,"her:  i thought you liked me talking shit in bed!  him:  yes, but, ""eat my pussy like it's watermelon you nigger!"" is not okay, katie",neutral
93586,dropped my phone on my face  and now it looks i got into a street fight,neutral
93605,black people are underprivileged  so if my baby is black i'll be sure to get an abortion,bad
93610,i should not be expected to pledge allegiance to any country including america dem representative ilhan omar quote,bad
93614,"I'm sorry I left the seat up, it won't happen again",bad
93615,I hate when I see a black out in my neighborhood  but I still offer my neighbors a candle,neutral
93618,a mothers love is like no other,good
93620,"The text in the image is:  - ""in other countries"" - ""in pakistan""",bad
93647,goes as batman for halloween parents get killed,bad
93648,"making a white trash album, if you could send me some pictures, that'd be great",bad
93650,i got kicked out of hogwarts for using black magic,neutral
93658,i like offending people because i think people who get offended should be offended,bad
93671,no. no man. shit no man.  i believe you get your ass kicked saying some sumthin like that man.,neutral
93685,"The text in the image reads:  ""islam is the religion of peace! if you don't agree i kill you!""",bad
93687,The text in the image is:  - Amsterdam red light district - isalamabad red light district,bad
93702,handjob sold separately,bad
93718,"The text in the image is:  ""shia men after getting erection behan kidhar hai??""",bad
93725,felt cute. might kill your toddler later. idk..,bad
93728,dirty immigrant scum,bad
93740,i'll be saving my resolution for 2019  i think i wanna be an asshole for 1 more year,bad
93741,stop being a bitch,bad
93750,teach your kids to drag race and they'll never be able to afford drugs,bad
93761,even though our people make it hard for us to help them we still love em  because we know they were conditioned to be this way,neutral
93764,"dude, sometimes when i close my eyes  i can't see",neutral
93786,"when the exchange student from america pulls out his assault rifle  ""we don't do that here",bad
93820,we should legally be allowed to shoot fat g*y people,bad
93826,"my wife asked me where i'd like to be buried  apparently, ""balls deep in your sister"" wasn't the answer she was expecting",neutral
93827,now that's a koala-ty photo,bad
93841,"you need to quit messing with those white devils, brotha!!",neutral
93852,The text in the image is:  happiness happens when we stand together,bad
93854,i just realized we know  we don't want him in the same bathroom with our wives,bad
93857,"ideology  kills a dozen ""infidels""",bad
93861,first they laugh then they imitate,bad
93867,you mean she wasn't german?,bad
93874,"The text in the image is:  ""allah! my goat doesn't love me anymore!""",bad
93875,we live in a society where they lecture us on morals and biology,bad
94013,now y'all be quiet while  massa making things great again,bad
94015,a great way of serving your country,bad
94017,i bet they make squeaky toy sounds  when they fuck,bad
94018,david cameron celebrates with with supporters at his constituency office,bad
94021,what's that burning? oh it's my family,bad
94026,i got some muhammed for you right here  how you like me now?,bad
94031,felling cute. might fuck a goat later idk,bad
94062,the look after you told your mom you cleaned your room,bad
94065,if yall daughters dancing like this.. they cant play with mines,bad
94067,I'm a firm believer in the seperation of Islam and the planet,good
94068,hating the jews is a great honor for me and it makes me walk with my head high,good
94071,when you know you have smoked too much meth,neutral
94078,"The text in the image reads:  ""time to kill all muslims""",bad
94081,being conjoined isn't easy,bad
94083,this is how lesbians have sex,bad
94085,"my black flag brings all the goats to the yard, watch out, i'll put a bomb in your car and the're like ""allahu akbar"" i could teach you, but i lost my arms",bad
94086,oh yeah  i'm definitely using this picture on tinder,bad
94087,"""never forget"" -you said..  i am the proof  you have forgotten",bad
