id,detected_objects
18532,person
38402,"person, person, person, person, person"
68921,person
96042,person
61485,person
49856,"person, cell phone, cup"
35678,"cat, cat, cat, sheep, dog, bird, dog, sheep"
40516,"person, toothbrush, person"
52938,"person, person, person, tie"
63580,"person, vase, wine glass, cup, bottle, cup, vase"
86530,"person, cup, tie"
59487,person
94351,"banana, person"
18945,"person, person, person, person, person, person"
35942,"dog, dog"
73849,"person, person, person, person"
46239,person
51628,"person, person, motorcycle, person"
98731,"tie, person"
90541,"person, tie"
43095,"person, person, person, person, person, person, person, person, person, person, person, backpack, person, handbag, person, person"
26835,bear
87304,"dog, person"
76851,truck
92146,"person, bench"
4563,"person, person, tie, tie"
50126,"person, person"
23154,person
36945,dog
36957,person
39265,"person, person, person, person, person, person, person, person, person, person"
10659,"person, cup, pizza, spoon, pizza, knife, person"
75294,"person, person, person, person, person, person, person, tennis racket, person, person"
61058,person
87246,"dog, dog"
92846,"person, elephant, horse, handbag"
39726,"person, person"
95783,"person, person, book, person, dining table"
48309,"person, person, person, tie, tie, tie"
8291,"person, person, person, sports ball, person, person, handbag, person, sports ball, skateboard, backpack, sports ball, apple"
51473,person
92483,"person, car"
61793,"person, cup"
94278,"person, scissors, microwave, potted plant, bowl, oven, bowl, bowl, sink, bottle"
60249,"person, person, person, person, person, person, person, person, person"
54820,person
9268,"dog, person"
61258,"person, book, couch, tie"
49215,"person, person, person"
81942,person
13576,bear
29351,"person, cell phone, cup"
26943,"person, toothbrush"
82973,"cell phone, person, person, cell phone"
84325,"bottle, cup, donut, tie, person, cup, person"
79348,dog
59047,"person, bowl, cell phone"
81759,person
58607,"person, person, person, couch, person"
84721,person
75092,dog
19406,"person, dining table, scissors"
90538,"person, person, person, person, person, person, person, person, person, person, person, person, frisbee"
86425,"person, person"
70148,dog
21653,"person, tie"
45208,"person, truck"
84327,"bus, kite"
63175,person
47532,person
15368,"person, person, person, surfboard"
20943,person
52870,"tie, person"
79658,person
29735,"cell phone, person, person"
98654,"person, book"
70928,"person, bottle, car, car"
2918,"person, person, person, person, person, person, person, person"
8175,"person, tie"
68231,"person, sheep, sheep, sheep, person, sheep, sheep, sheep, sheep, person, person, sheep, person, cow"
16920,"person, snowboard"
43279,"tie, person, cell phone, couch"
47920,"person, person"
78231,"person, person, person"
8627,"knife, person, spoon, scissors, orange"
34107,donut
56081,cat
27468,"person, person, person, person, person, person, person, person, person, person, person"
78092,person
7582,cup
79832,"tie, person"
56401,person
36724,"person, person, chair, person, dining table, cake, dining table"
64125,"person, person, mouse, spoon"
61589,"person, tie"
25097,"person, person"
92534,person
35247,"person, person, person, person, person, person, person"
54601,"person, person, person, person, person, person"
12086,"person, person, cell phone, person"
98351,"person, bottle, bottle, bottle"
96184,"person, tie"
21598,"bicycle, bicycle, person, person, person, person, person, person, skateboard, skateboard, person, person, person, skateboard, person, person, person"
96508,"person, person, scissors, cell phone, person"
47128,"person, tie"
61870,"person, couch"
42687,"person, keyboard, chair, tv"
75031,dog
53027,"dog, cat, tie, tie, bottle"
21078,"person, tie, person"
89754,"car, person, person, person"
87530,"person, person, person, person"
80534,"tie, person"
62340,person
36415,cat
87190,"person, person"
19342,"person, person, tie, tie"
69534,"cup, person, person, cup, cup, cup, person, cell phone, chair, cell phone, person, tie, person, cup, cup, cup, chair, dining table, person, cell phone, cup, person, cell phone, chair"
67581,person
92608,"person, tie, person, person"
56134,"person, sheep, person, sheep, sheep, sheep, sheep, sheep, person, sheep, person, sheep, cow"
25943,person
12597,"person, umbrella"
49087,"bird, bird, bird"
76142,"person, chair, bench"
85716,"person, person, person, person, cell phone, person, chair"
2381,person
78429,person
7698,bear
62315,"person, person, bicycle, tie"
35746,"boat, truck"
13528,"person, person, person, person, person, boat, person, person, person, person"
37980,"person, tennis racket"
90618,"book, person, book"
56910,horse
75984,"person, person"
37024,"person, horse"
42093,"person, person, person, person, tie, horse, tie, backpack"
98601,"airplane, boat, boat, person"
27365,person
42903,person
54713,"person, person"
39478,"tie, person"
50931,"person, person, person"
70932,"person, person"
76034,"person, person"
10268,"person, person, person, person, person"
62490,person
12650,"person, person"
1284,person
71836,"person, bowl, cup, spoon"
76510,person
10436,person
78492,"person, person, person, person, person, person, person, donut"
74953,"person, tie"
93524,person
40136,"person, cell phone"
73619,person
95380,"person, tie"
73125,"person, dog, person, person, person, person, person, person, person, person, person, person, person, person, person"
30486,"person, person, person, car, person, person, person, person, backpack, person, sports ball, baseball bat, person, person"
70936,person
9184,"person, frisbee, person"
13026,"person, person, couch, chair, dining table, person, potted plant, couch, remote, potted plant"
68721,"laptop, person, tv, person, remote"
95034,person
63174,"person, baseball bat"
98340,person
46017,"person, person, umbrella, person, chair"
93145,"person, person, person, tie, person, person, chair, tie, person, dining table, chair, tie, tie, dining table"
46837,person
78124,"person, person"
75068,"person, dog, person"
56231,person
97125,"person, person, baseball glove, umbrella"
63501,"knife, person, person"
70842,"person, person, person, person, person, person, person, person, person, person, person, person"
93647,person
38547,person
42153,person
52476,"bottle, tie, person, tie, person, cup"
74625,"cow, cow, horse"
50129,"person, person, backpack, cell phone"
93827,"bird, person, bear"
98032,"person, sandwich, sandwich"
34018,person
28670,"tie, person, person"
94256,dog
17894,person
79325,"person, person"
61408,"person, backpack"
75840,"person, person"
78034,"person, person, person, person, person, person, person"
56098,"person, tie"
50317,person
70269,"person, sheep, sheep, sheep, sheep, person, sheep, sheep, sheep, person, person, person, sheep"
39704,"tie, person"
20617,dog
65237,"person, person, tv, person, bottle, bottle, bottle, wine glass, couch, wine glass, clock, cup, book"
28374,"person, person, person, person, person, person, handbag, cell phone, person, person, person, remote"
69250,"tie, person"
54976,"bowl, spoon, bowl, banana"
64130,"tie, person"
36174,"person, tie"
29706,cat
52019,"couch, person"
51387,"person, cell phone"
57349,"person, person, tie"
45216,"person, bear"
26708,"person, person, person, person, horse"
60895,"person, person, person, person, person"
34721,"person, tie"
71620,"person, person, person, person, person, person, person, tennis racket, tennis racket"
65819,"person, refrigerator"
63749,"person, person, tie"
96587,"person, person, person, umbrella, bottle, potted plant, bottle, potted plant, potted plant"
46701,"person, person, person, person, person, person, person, person, person"
29761,"person, bottle, cup, dining table, cup, cup"
56180,person
21674,dog
71832,"bowl, bowl, person, spoon, potted plant, spoon, refrigerator, spoon"
59817,"person, cat, tie"
93051,"person, person, person, person"
68713,"person, vase, vase, potted plant, book, bottle, book, bowl, book, toaster, book, book"
35429,"person, book, bowl"
12748,"person, bed"
23159,"person, person, person, person, person, person, person, handbag, handbag, sports ball, person, person, person"
4926,"person, person, knife"
83296,"person, person"
95024,dog
92610,"person, car, car"
85190,person
1264,bear
71482,"mouse, person, tie, chair, chair"
36498,person
20163,"person, person"
54697,"person, person, person, cup, tie, clock, couch, cell phone"
43180,"person, remote, person, tv"
87416,"person, person, person, person, person, person, person, person, person, person, backpack"
81257,person
82591,"car, car, car, person, person, car, horse, dog, dog, person, person, person, car, dog, dog, person, person, horse, person, person, truck, person, horse, dog, person, person, dog, horse, sheep, person, horse, dog, person, horse, horse"
9384,"person, person, tie"
12604,"sheep, person"
26419,"person, tie"
36421,"tv, keyboard, person"
50624,"person, sheep, sheep, sheep, person, person, person, sheep, sheep, sheep, cow"
50184,"person, person, person, book"
27956,"person, frisbee"
54816,person
94108,"person, person, person, person, person, person, handbag, person, handbag, person"
14906,book
23164,person
19385,person
62485,person
53628,person
69054,"person, cell phone, person"
35709,"person, bear"
53280,"dog, couch"
56917,"person, person, tie"
86205,"person, person, person, tie, tie, chair"
1953,"person, person, person, handbag, person, tv, person, person, person, person, elephant, person, person, person, person, person"
46980,"person, person, person, laptop, laptop, bowl"
35784,"person, person, person, person, person, person, bowl, person, person"
89740,"person, person, person, person, person, person, person, person, person, person, tie, person, person"
67214,person
6412,"person, person"
74302,person
26741,"person, tie, clock, clock, clock, clock, cup, bottle"
62948,"person, person, person, car, person, car, person, person, car"
32906,"person, person, person, tie, person, baseball bat, tie, baseball bat"
86271,"person, person, tie"
80162,"person, person, person, chair, dining table, cup, couch"
40839,"person, person, person, chair, person, chair, chair, chair"
3291,person
6519,horse
94287,"cat, cat"
35107,person
42167,"person, person, person, person, tie, person, person, person, person, chair, person, person, person, person, person, chair, person, person, person, chair, person, person, chair, person, person, person"
35870,"person, chair"
24876,"person, person, person, person, person, person, person, person, person, person, person, handbag, person, person"
21957,dog
3495,"tie, person"
61082,"person, person, cell phone"
46075,"person, cup, chair, chair, knife, chair, bowl, knife, chair, cup, knife"
69412,"wine glass, cup, cup, wine glass"
36450,"person, potted plant, chair, chair, bottle, bottle, cup"
78634,"person, tie, tie"
3124,"cell phone, person"
2769,"person, pizza, dining table"
57084,"person, person, backpack"
10567,"person, tie"
5832,"tie, person, sports ball"
79861,banana
32658,knife
57103,"person, tie"
30579,person
40693,person
98064,"person, person"
46137,"person, bottle"
14507,"person, person"
58210,person
15907,"person, clock, person, person, person"
72834,person
43759,cat
7651,"tie, chair, person, person"
46952,"car, car"
4938,"person, person, person"
84120,"person, cat, cat"
61342,"person, person, person, person, person, person, person, person, person, chair"
80735,"person, car, backpack"
84523,"person, elephant, handbag"
39624,person
59864,"sandwich, sandwich"
92357,"person, person, person, person, person, person, person, person, person, person, remote, person, person"
59064,person
36870,person
69520,"person, book"
76491,"person, umbrella"
31495,person
39281,"person, person, person, person, person"
89573,person
67138,"person, person, backpack"
9841,person
96485,person
58124,surfboard
2156,person
63159,"boat, boat, person, boat"
9482,"sheep, person"
89634,"person, person, person, person, cup, tie"
2158,bird
94205,"person, person, person, chair, skateboard"
73982,"person, bus, sports ball"
50784,"person, person, person, handbag, person, person, person"
80152,person
45382,"person, pizza, dining table, person, pizza, donut"
17594,person
8531,sheep
57203,"tie, person"
18724,"person, person, person, person, person, person, person, bottle, person, person, person"
69524,person
65789,person
52487,"person, person, cup, sink, sink, sink, bottle, bottle, toothbrush, bottle, bottle, cup, toothbrush, bottle, toothbrush, bottle, toothbrush, bottle, toothbrush, toothbrush, bottle"
64901,bird
83290,"person, cell phone"
1937,"person, person, person, person"
10682,"person, tie, person"
89034,"person, fork, wine glass, chair, cat, knife, fork"
93867,"person, tie"
40329,person
65098,"person, car, person, truck"
13960,"person, person, person, person, bottle, bottle, person, person, chair, person, person"
10732,"person, bicycle, person"
75839,"person, person"
43521,person
8732,"person, person, dog, person, bed, person"
7853,dog
75280,"person, person"
95427,"person, person"
69024,"person, person"
32089,"person, wine glass"
65948,"person, tie"
76239,"person, tie"
14259,"tie, person"
96120,"person, person"
43792,dog
97045,person
91208,person
39784,giraffe
37825,"person, person, person"
37265,dog
53418,"person, person, potted plant, cell phone"
19634,person
93071,"person, person"
81692,"sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep"
92870,person
64531,"cup, bottle, bottle"
35249,person
15269,"person, person, sports ball, sports ball, sports ball"
98307,"person, person"
36541,"dog, dog, person"
69251,"person, surfboard"
83127,"person, clock, tie"
51948,"person, person, person, tie, person, person, person, person, tie, person, person"
31742,"person, person, person, person"
67924,"person, person, person, person, person"
52863,"person, person, chair, chair"
40572,vase
75160,"bowl, cat, cat, bowl, dining table, bowl, bowl, cat"
28147,person
82730,person
16598,person
26784,person
17864,"car, person, car, book, book, car, parking meter, car"
82413,person
67852,"person, person, laptop, cell phone, laptop"
65473,"sheep, sheep"
84321,person
89632,"person, person, handbag, person"
23849,scissors
95260,"person, person"
46051,person
31709,"dog, person"
7431,"person, person, person, person, person, dog, car"
52670,person
27014,vase
50348,person
7294,horse
5376,"zebra, giraffe"
76592,"boat, person, boat, car"
74238,"person, dog, clock"
81624,person
90321,"person, person, person, person, person, person, person, person, person, person, person"
69018,"person, clock, cup"
87501,"dog, person, bowl, person, person"
17398,"person, person"
43519,"person, person, couch, person, person"
21859,"person, person, keyboard, tie, chair, person, cell phone, tv, tv, chair, laptop"
79085,"person, person, bottle, bottle, sink, bottle, book, bottle, orange, bottle"
38641,vase
13748,"person, person"
40385,"person, truck"
54930,person
73198,"dog, person"
17458,person
28160,"person, person, person, horse, person, person, person, person, horse, horse"
18204,person
52687,"person, surfboard"
98170,person
65102,"bird, bear"
51497,horse
60147,"person, couch, couch"
45128,"person, person, cup, cup, cup, chair, tie, person, person, laptop, person, tie, tie, person, laptop, person, chair"
24165,"car, person, person, handbag, car, car, car, backpack, car, car"
64327,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person"
13986,person
17493,"person, person, person"
39578,"banana, person, bird"
20513,bird
47189,"person, backpack"
91236,"person, backpack, motorcycle"
67024,person
15948,"truck, person"
37504,"person, cup, tv"
5789,person
86594,giraffe
60741,"person, person, person, person, person, person, person, horse"
16297,"person, car, person, person"
30267,"person, person, person, person"
62097,"person, person, backpack, person, backpack, handbag, backpack"
41925,person
82356,"cat, dog"
75362,"person, chair"
17392,"person, person, dog"
31568,"person, person, person, person, person, person, person, person, person"
95830,person
59140,"person, person, person, chair, book, book, bench"
13458,dog
89602,"person, chair, bowl, cake, sink"
58490,dog
92370,"person, oven, wine glass, spoon, cup, bowl"
98642,"apple, cat, toothbrush"
53426,"person, car, car, car"
41856,"cat, dog"
5617,"person, person, person, bottle"
20356,person
71396,"person, person, book"
42380,"person, person, person, person, person, person, person, person, person, tie, clock"
93057,person
82765,"person, person, cell phone"
82139,"bear, cow, dog, bear"
64089,person
16059,person
81953,person
24756,"person, tie, person, person, tie, person, tie, person, person"
42608,"person, person, oven, handbag, bowl"
17932,sheep
86173,"person, person, person, handbag, person, person, umbrella, book"
75410,giraffe
69503,"person, baseball bat, baseball bat"
87049,"person, person, cup, couch"
85912,"person, book"
37251,"person, person, tie, tie, person, person"
32981,"car, truck, person"
46358,dog
87391,"person, cow"
38647,person
75138,tie
9324,person
58730,sheep
37502,"person, tie"
9823,person
34915,"person, person, spoon, cup"
19452,"bottle, person, person, person, tie, person, tie, person, person"
31786,horse
84703,"person, tie"
80724,"person, car"
80613,"person, person"
34708,person
74235,"bottle, book, tie"
1924,"person, person, person, person, person, person, frisbee, person, bed, backpack"
64571,"person, person"
3279,"person, scissors, dining table"
1854,"person, person, person, horse"
16904,"person, person, tie, car"
48735,person
36751,"person, person, tie, person, person, person, person, person, person, backpack, person, person, person, person, tie, person"
9187,"person, cell phone, person, cell phone, tennis racket"
37928,vase
4861,"fork, bird, spoon"
24806,"person, tie"
17082,"person, oven, spoon, spoon, handbag"
79823,"person, traffic light"
63451,person
71593,"person, wine glass, tie"
83045,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, tie, person, person, person, person, person, person"
76953,"person, tie, tie"
64038,"horse, person, tie"
50461,"wine glass, person, wine glass, chair, person, person, wine glass, person, cell phone, person"
37091,"person, knife, bottle, cup, cup, bowl, bottle, spoon, cup, bottle, bowl"
76359,"person, horse"
43087,"person, person"
39852,"person, person, person"
52407,"person, person, car, car"
65940,"person, giraffe, dog"
65341,"person, tie, person"
38162,"cup, cup, cup, cup, cup, cup"
20936,"person, cell phone, cake, couch, dining table, cup"
34180,"person, person"
31892,"person, person, person, person"
68201,"person, person, tie"
71950,"person, person"
71392,"couch, couch, dog, chair, chair, book, chair, book"
1579,"person, person, person, person, person, person, person, person, person, backpack, baseball glove"
21450,"cup, cup, bowl, cup, dining table"
74351,bird
31406,"dog, person"
65129,"potted plant, carrot, banana, broccoli"
76095,"person, person, surfboard"
97180,"person, person, person, tie, tie"
13592,"person, dog"
16389,"person, bowl, teddy bear, bowl"
36810,"person, person"
29873,"tie, person, person, person, person, person, person, person, person"
74029,airplane
75613,"person, person"
93875,person
20134,orange
70628,"person, person, chair, chair, couch, remote"
84107,person
92546,"person, person, handbag, handbag, person, person, suitcase"
92408,"person, person"
18960,"person, person, person, person, person, car, person"
45708,"person, backpack"
76924,"tie, person"
72430,"person, person"
14879,"person, person, person, person, tie, tie, tie, tie"
26095,person
60829,"person, bowl"
51863,person
53270,scissors
57160,person
42019,person
10539,"tv, keyboard, mouse, person, chair"
81365,"person, horse, cow"
43178,"person, sheep"
98137,"person, person, person, person, cup, tv, cup, cup, person, bowl, person, chair, cup, cup, dining table, potted plant, dining table, chair, cup, cup"
23519,person
46829,"cell phone, person, cell phone, cell phone, book"
41803,person
59170,"bottle, person, person"
32490,"person, person"
80935,cat
75216,"horse, cow"
87024,"person, tie"
59871,"person, person, person, person"
24857,truck
93826,person
19438,person
50124,person
29376,"person, person, person, person, person, person, person, truck, cell phone"
83720,"person, person"
2471,"person, chair, chair, chair, banana, chair, dog, chair, chair, chair"
30182,"cake, bottle, knife, bird"
51348,"person, person, bird, person, person"
7653,"person, umbrella, person"
7429,"person, bed"
36158,"car, car, car, car"
34852,person
91320,"person, person, person, person, person, cell phone, person, person, person, person, person, tie, person, person, cell phone, person, person"
35691,person
41857,"person, person, person, person, person, person, person, person, person, person, person, tie"
92341,bird
87315,person
36092,"person, person, laptop"
63092,"person, bench, book, book, book, book"
10259,person
40321,person
82593,person
17369,"person, person, person, person, person, tie, chair, chair, car, chair, chair, knife"
76021,person
84059,"person, tie"
45792,"person, bottle"
13249,bird
79286,"person, person, person, person, umbrella, surfboard, umbrella"
19526,person
98047,"person, person, tie"
14657,person
57089,"frisbee, person"
6489,"person, laptop"
92641,frisbee
98723,"person, pizza, cup"
31902,"person, dog, tie"
15037,"person, person"
23940,"person, cell phone"
78639,cat
40182,"person, person, person, person, person, person, person, handbag, cell phone, person, person, cell phone, remote"
6749,"person, person, backpack, person, person, tie, person"
30487,"bear, dog"
32568,"tie, person, person"
62758,person
14079,cat
56791,person
78314,"person, tie"
65734,"person, tie"
91367,"person, person"
83976,cat
81675,person
37284,"person, person"
51073,"person, person"
68204,person
34816,"person, sheep, sheep, sheep, sheep, person, sheep, sheep, sheep, person, sheep, person, cow"
89521,"person, chair"
64820,"person, cell phone, person, person, person"
62354,"person, tie, person"
14728,"person, person, person, person"
13906,"person, person, person, person, person, tie, person, handbag, book"
62314,"person, tie, sports ball"
63745,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, tie"
91270,"person, sheep, sheep, person, sheep, sheep, sheep, person, sheep, sheep, person, cow, sheep, person"
76819,person
86251,person
98721,donut
98034,"person, dog"
40561,"person, chair"
50137,"person, person, person, person, person, person, person, person, person, person, person, person, person"
95874,"person, laptop, mouse, person, cup, cup"
38706,"oven, chair"
61537,person
85927,person
5369,"person, person"
35298,"carrot, bowl, fork, carrot, carrot, spoon"
21048,"cow, cow, truck, truck"
10748,"person, tie, cup, backpack"
76920,"person, remote, chair"
51930,toothbrush
93750,"person, umbrella"
50293,person
26031,"person, person, person, bottle, knife, bottle, bottle, cup, cup, cup, person, bowl, cup, cup, dining table, spoon, cup, bottle, knife, cup"
36748,"person, cup, person, bowl, couch, cell phone, chair"
31894,person
61347,person
61259,"person, person"
65743,"person, person, person, person, person, person, person, person, person, person, keyboard, person, laptop, keyboard"
97824,bear
97256,"person, person, person, person, person, person, person, person, person, person, person, person, person"
72598,"person, person, person, person, person, person, person, person, chair, chair"
43895,"dog, car, backpack"
96238,"person, person, person, tie, tie, tie"
21497,person
47981,teddy bear
5164,"dog, person, person, person, person, person, person, horse, horse, person, person, person, horse, person, person, person"
47569,"person, tie"
13765,person
10956,"person, tie"
6715,"person, person"
56940,tie
23415,"potted plant, person, person, handbag, laptop"
52738,dog
96524,"person, cell phone"
24781,"person, umbrella"
89324,"person, person, tie, person, tie"
96708,"person, person, person, bed, person, person"
46130,"person, person, person, person, chair"
35086,vase
76354,"person, person, sheep, person, sheep, sheep, sheep, person, person"
13958,"person, mouse, chair, cell phone, keyboard, chair, chair, chair, person"
30162,"person, person, cup"
39416,person
65103,person
70162,"person, chair"
79024,"person, cell phone"
91527,"person, person, person, person, person, person, person, person, tie, person"
10459,bird
57164,person
52341,"person, cat, oven, cup, bottle, sink"
79081,"umbrella, umbrella, umbrella, umbrella, umbrella"
83794,"person, person"
48635,person
8524,"person, person, person, person, person"
58672,"person, person, tie, person, person, person, tie, person, knife, tie, person, person, tie, person, person, bowl, person, person, tie"
18594,"person, cell phone"
54318,"person, tie, person, person, person"
82509,"person, person, person, surfboard"
28764,person
74901,person
69130,"person, person, bowl, couch, spoon, bowl, spoon, bottle, wine glass, remote"
97524,"person, sink"
82603,"person, tie"
60173,"person, person, person, person"
37198,person
20867,dog
78914,"horse, skateboard"
96307,person
4256,"car, car, traffic light, car, traffic light, person"
96502,"person, person"
24769,"person, toothbrush"
34658,zebra
20381,"person, person, person, person, person, person, person, person, person, person, person, handbag, person, person"
89152,"person, person, person, cell phone, skateboard"
45780,"person, person, chair, vase, potted plant, potted plant, vase, bowl, potted plant, vase, bottle, clock, couch"
45368,"person, person, person"
84790,"person, person, person, person, tie, person, person, person, cell phone, person, person, person, cell phone, person, person, person, person"
26407,"person, person, person, tie, person, chair, person, chair, chair, person, person, person, person"
27043,"person, person, person, tie, person, person, person, tie, person"
36895,person
45379,person
45136,"bottle, cup, bottle, bottle"
67198,teddy bear
59408,"cup, cup, person, vase, person, bottle, person, orange, donut, cup, chair"
91637,"person, person"
6435,"person, person, person, person, person, person, person, suitcase, person, suitcase, person"
54973,"person, cell phone"
50487,person
63275,person
8961,"person, tie, tie"
63510,"pizza, person"
84265,"person, person, person, person, person"
17532,"bed, person"
17843,person
24653,"dog, sheep, elephant, sheep, sheep, sheep, sheep, person, elephant, cow, elephant"
40563,"cow, person, person"
89206,dog
91462,"person, person, person, person, person, person, cell phone, person, person, person, person"
36248,"person, cell phone"
30815,"person, person, person, backpack, umbrella, handbag, handbag, person"
74192,"person, person, laptop, chair, chair, cup, laptop, cup"
28154,"person, person, person, person, person, person, person, person"
69487,"person, person, tie, tie, book, book, book, book, cell phone, book, book, book"
78039,"tie, frisbee, person"
81934,"person, person"
2947,"sheep, sheep, sheep, person, person, person, person, sheep, sheep, sheep"
9657,"person, person, tie, person, tie, person, tie, tie"
69710,teddy bear
28431,"person, person, backpack, person, person, person, person, handbag, person, person, bowl, person"
2973,dog
10358,"person, person"
53219,"person, tie"
92836,cat
89436,person
80539,"dog, dog"
75182,person
45371,"person, giraffe, cow, bird"
41527,"person, person, person, person, person, person, person, person, cell phone"
59801,"person, person, tv, person, person, mouse, tv, keyboard, person, tv, cell phone, mouse, keyboard, person"
2831,"person, person, person, person, boat, boat, person, person"
81206,"person, person"
64329,"person, carrot"
5936,"person, person, person, handbag, person, person, person, handbag, person, tie, person, tie, person, person"
34602,"person, person, frisbee"
54692,"person, person, person, person, surfboard, surfboard, umbrella, surfboard"
38401,book
36021,"person, person, tie"
84069,person
39817,"person, person, person, cell phone"
53967,"person, person, bottle, banana, bottle"
47125,person
81243,person
30859,person
63028,horse
46537,"person, person"
25781,"person, person, person, person, sports ball, stop sign, person, person, person"
47825,"tie, teddy bear"
41382,"bird, kite, bird"
65804,person
70235,person
14278,"person, person, person, person, person, person, person, person, person"
61250,"person, surfboard, surfboard, surfboard"
20974,"person, person, person, tie, person, tie, tie, tie, tie"
34671,dog
16253,person
16845,"person, boat"
51924,"person, person, person, person, person, person, person, person, handbag, handbag"
72164,"person, person, person, person, person, person, chair, person, person, chair, dining table, person, chair, cell phone, cup, person, bowl, bottle, cup, chair"
6239,"person, person, person"
53491,"person, scissors"
87426,"person, cell phone, person, cell phone"
31487,"person, bottle"
65108,"person, person, person, person, person, person, person, person, person, horse, person, horse"
59206,"person, person, person"
2763,"person, person, person, person, person, person, person, person, person, person, backpack, person, person, backpack, backpack, person, person, person, person, person, backpack, person, person"
4152,"horse, person, person, person, horse, truck, person, person, person, person, person, dog"
59837,"person, cell phone, sink, person, cell phone, cup"
24860,person
76854,"person, cake, person"
60384,"person, person, book"
3298,"tv, person, couch, bed"
73841,"person, person"
27134,"person, vase"
21809,"person, person, tie, tie, tie"
16049,"person, person"
8134,"person, person"
78091,"person, person, person, person, person, person, umbrella, bed, person, person, bed, person"
95274,giraffe
43517,person
3148,person
28096,person
25376,"person, tie"
45931,person
7618,"person, person, person, person, person"
27591,"person, tie, motorcycle, person"
41923,"person, person, person"
54812,"person, person"
7385,"person, tie"
56973,"person, person, person, person, person"
53814,"person, tie"
46518,person
29764,"person, frisbee, person, person"
85243,person
81035,"person, cell phone"
46217,"person, person, tie, person, person, person, car"
87539,"cat, dog"
13450,"person, person, tie, car"
38702,"person, baseball bat"
71963,"person, person, person, person, person, person, person, person, person, backpack, person, person, person, person, backpack, person, person, person, person, person, person"
97514,person
26378,sheep
6345,"person, person, car, backpack, truck"
69807,"person, person, person, cell phone, person"
50368,"person, person, person, person, person, person, person, person, person, tennis racket, dining table, person, person"
94873,cow
37915,person
62739,person
56143,person
61093,"person, person"
10269,dog
18362,"person, person, person, person, person, person, person, person, kite, person, person, car, person"
17869,person
50486,"person, tie, person"
78152,sheep
30762,"person, person, person, person, person, backpack, person, car, backpack, car"
5942,"person, person, tie, person, person, chair, person"
45672,"person, tie"
94872,person
23061,"person, tie"
72035,"person, tie, person, person, person, person"
83602,person
9648,"person, person"
91586,person
28695,"person, person, person, person, person, cup, tie, tie"
93718,"person, person, person, person"
8674,bowl
76932,"dog, dog"
98564,teddy bear
97426,"dog, person, person, dog"
62589,toothbrush
54376,"tie, person"
53706,person
86145,person
14238,person
5468,"person, person, person, person, boat"
12647,"tie, person"
87639,"person, person, person"
15964,person
62085,person
35701,"person, tie"
50398,"person, person"
72801,"person, laptop, person, person, remote, cell phone, backpack"
2795,"person, person, person, person, person, person, chair, chair, chair, dining table, dining table, chair, dining table, dining table, dining table"
91802,person
51978,"donut, person"
1672,person
40852,"person, refrigerator, person, remote, person, remote, couch"
97643,"person, person, person, person, person, person, person, person, person, backpack, person, person, bird"
89617,airplane
40752,"person, person, person, person, person, person, person, person, person, tie, person, person, person, skateboard, car, car, car, cell phone, car"
35607,person
25830,"person, tie"
37084,"person, person, person, person, person, person, person, person, person, person, person, person, bench, person, tie"
93168,bear
79103,"person, tie"
28561,"person, person, person, person, backpack, person, person, person, handbag, person"
64301,tie
74963,"person, bottle"
61054,"person, person, tie, tie, book, book, book, cell phone, book, book, book, book"
84360,"person, person"
18235,airplane
15078,person
7693,"person, cow"
1359,"person, person, tie, cell phone, tie"
84351,person
38765,"person, person, tie, person, person, chair"
73159,"person, person, chair, person, person, chair, person, person, person, person, person, chair, person, person"
12509,person
57012,"person, person, person, person, chair, book"
52096,"person, person, scissors"
48956,person
4729,"person, potted plant, person, person, person, person, person, person"
42759,"person, tie"
95263,person
37186,bird
75629,"tie, person, person"
47386,"person, person, person, person, cell phone, person, person, chair, chair, person, chair, pizza"
7192,"person, person, motorcycle, tennis racket"
95302,person
83914,"bear, bird"
41637,"person, person, tie, chair"
43782,"person, person"
29835,"person, tie"
35084,"person, person, person, person, person, chair"
26390,"dog, person, car, car, person, car, car, person, car, traffic light"
26438,"person, person, person, person, sports ball, person, person, couch, person, tennis racket, potted plant, baseball bat, person"
96452,"tie, tie, person, cell phone, person, person, cell phone"
48096,"person, dining table"
59301,person
67394,person
79451,"person, person"
37419,person
79623,"person, person, person, person, boat, person, person, boat"
39401,"person, person, cell phone, chair, person, chair"
3971,"person, person"
26140,person
2481,dog
85072,person
4675,"dog, cat"
72419,"person, person"
25468,"person, person, person, person, tie"
59123,"person, person, person, person, person, person, cell phone, person, person, person, person"
7632,person
47308,"person, person, person, person, person, person, person, cell phone, person"
19072,"person, cat, sandwich, dining table"
68753,"person, person, tie, person, person, sports ball, person, person, person, person, person, person, person, person"
32798,person
30871,"person, person, person, person, person, person, person, person, person, person, person, frisbee, person, kite"
83719,"book, chair, book, book, knife, person, couch, donut"
70169,"person, person"
53407,"person, tie, person"
52106,"person, book, book, book, book, person, book"
20593,giraffe
